Madam Hooch,Come on now,,,,,,,
Madam Hooch,Stick your right hand over the broom and say,,,,,,,
Class,Up!,,,,,,,
Malfoy,Up.,,,,,,,
Ron,Up. Up!,,,,,,,
Madam Hooch,With feeling.,,,,,,,
Hermione,Up. Up. Up!,,,,,,,
Ron,Shut up,,,,,,,
Madam Hooch,Now, I want you to mount it.,,,,,,
Madam Hooch,And grip it tight,,,,,,,
Madam Hooch,When I blow my whistle, hard.,,,,,,
Madam Hooch,Keep your broom steady,,,,,,,
Madam Hooch,Then lean forward slightly and touch back down.,,,,,,,
Madam Hooch,On my whistle. Three,,,,,,,
Madam Hooch,Mr. Longbottom.,,,,,,,
Madam Hooch,Mr. Longbottom!,,,,,,,
Neville,Down,,,,,,,
Class,Neville!,,,,,,,
Madam Hooch,Come back down this instant!,,,,,,,
Madam Hooch,Everyone out of the way!,,,,,,,
Girl,Is he all right?,,,,,,,
Madam Hooch,Oh, it's a broken wrist.,,,,,,
Madam Hooch,Poor boy. Come on now,,,,,,,
Madam Hooch,Everyone's to keep their feet firmly on the ground while I take Mr Longbottom to the hospital wing.,,,,,,,
Madam Hooch,Understand? If I see a single broom in the air the one riding it will find themselves out of Hogwarts before they can say,,,,,,,
Malfoy,Did you see his face?,,,,,,,
Malfoy,Maybe if the fat lump had given this a squeeze,,,,,,,
Harry,Give it here,,,,,,,
Malfoy,No. I think I'll leave it somewhere for Longbottom to find.,,,,,,,
Malfoy,How about on the roof?,,,,,,,
Malfoy,What's the matter,,,,,,,
Malfoy,Bit beyond your reach?,,,,,,,
Hermione,Harry,,,,,,,
Hermione,You heard what Madam Hooch said.,,,,,,,
Hermione,Besides,,,,,,,
Hermione,What an idiot.,,,,,,,
Harry,Give it here or I'll knock you off your broom!,,,,,,,
Malfoy,Is that so?,,,,,,,
Malfoy,Have it your way,,,,,,,
Boy,Nice going,,,,,,,
Boy,That was wicked,,,,,,,
McGonagall,Harry Potter!,,,,,,,
McGonagall,Follow me.,,,,,,,
McGonagall,You wait here.,,,,,,,
McGonagall,Professor Quirrell,,,,,,,
McGonagall,Could I borrow Wood for a moment please?,,,,,,,
Quirrell,Oh, of course.,,,,,,
McGonagall,Potter,,,,,,,
McGonagall,Wood,,,,,,,
Sir Nicholas,Have you heard? ,,,,,,,
Sir Nicholas,Harry Potter's the new Gryffindor Seeker. ,,,,,,,
Sir Nicholas,I always knew hed do well.,,,,,,,
Ron,Seeker? ,,,,,,,
Ron,But first years never make their house teams! ,,,,,,,
Ron,You must be the youngest Quidditch player in,,,,,,,
Harry ,A century,,,,,,,
Fred  ,Hey, Harry, ,,,,,
Fred  ,Wood's just told us!,,,,,,,
Ron  ,Fred and George are on the team,,,,,,,
Ron  ,Beaters.,,,,,,,
George  ,Our job is to make sure that you don't get bloodied up too bad. ,,,,,,,
George  ,Can't make any promises,,,,,,,
George  ,Rough game,,,,,,,
Fred  ,Brutal. ,,,,,,,
Fred  ,But no one's died in years. ,,,,,,,
Fred  ,Someone will vanish occasionally  ,,,,,,,
George  ,But they'll turn up in a month or two!!,,,,,,,
Ron  ,Oh, Harry, ,,,,,
Ron  ,Quidditch is great. ,,,,,,,
Ron  ,Best game there is! ,,,,,,,
Ron  ,And you'll be great,,,,,,,
Harry  ,But I've never even played Quidditch. ,,,,,,,
Harry  ,What if I make a fool of myself?,,,,,,,
Hermione,You won't make a fool of yourself. ,,,,,,,
Hermione,It's in your blood.,,,,,,,
Ron  ,Whoa. ,,,,,,,
Ron  ,Harry, too.,,,,,,
Harry  ,I-I didn't know.,,,,,,,
Ron  ,I'm telling you,,,,,,,
Ron  ,She knows more about you than you do.,,,,,,,
Harry  ,Who doesn't?,,,,,,,
Ron  ,Ahh!,,,,,,,
Harry  ,What's happening?,,,,,,,
Hermione  ,The staircases change,,,,,,,
Harry,Let's go this way.,,,,,,,
Ron ,Before the staircase moves again. ,,,,,,,
Ron,Does anybody feel like...we shouldn't be here?,,,,,,,
Hermione,We're not supposed to be here. ,,,,,,,
Hermione,This is the 3rd floor. ,,,,,,,
Hermione,It's forbidden.,,,,,,,
Harry  ,Let's go.,,,,,,,
Ron  ,It's Filch's cat!,,,,,,,
Harry  ,Run! Quick,,,,,,,
Harry,It's locked!,,,,,,,
Ron  ,That's it,,,,,,,
Hermione  ,Oh,,,,,,,
Hermione,Alohomora,,,,,,,
Hermione,Get in,,,,,,,
Ron,Alohomora?,,,,,,,
Hermione ,Standard book of spells,,,,,,,
Filch,Anyone here,,,,,,,
Hermione ,Filch is gone.,,,,,,,
Ron ,Probably thinks this door's locked.,,,,,,,
Hermione , It was locked.,,,,,,,
Harry  ,And for good reason. ,,,,,,,
All  ,AHHHHHHH! ,,,,,,,
Ron ,What do they think they're doing?? ,,,,,,,
Ron ,Keeping a thing like that locked up in a school.,,,,,,,
Hermione , You don't use your eyes,,,,,,,
Hermione ,Didn't you see what it was standing on?,,,,,,,
Ron  ,I wasn't looking at its feet! ,,,,,,,
Ron  ,I was a bit preoccupied with its heads. ,,,,,,,
Ron  ,Or maybe you didn't notice,,,,,,,
Hermione  ,It was standing on a trap door. ,,,,,,,
Hermione  ,Which means it wasn't there by accident. ,,,,,,,
Hermione  ,It's guarding something.,,,,,,,
Harry  ,Guarding something?,,,,,,,
Hermione  ,That's right. ,,,,,,,
Hermione  ,Now, I'm going to bed before either of you come up with another clever idea to get us killed...or worse, expelled!,,,,,
Ron  ,She needs to sort out her priorities!,,,,,,,
Oliver ,Quidditch is easy enough to understand. ,,,,,,,
Oliver ,Each time has seven players, 2 beaters, 1 keeper and a seeker that's you. ,,,,,
Oliver ,There are three kinds of balls. ,,,,,,,
Oliver ,This one's called the Quaffle.,,,,,,,
Oliver ,Now,,,,,,,
Oliver ,The keeper, defends the hoops. ,,,,,,
Oliver ,With me so far?,,,,,,,
Harry  ,I think so. ,,,,,,,
Harry  ,What are those?,,,,,,,
Oliver  ,You better take this. ,,,,,,,
Oliver  ,Careful now,,,,,,,
Oliver  ,Eh, Potter, you'd make a fair beater...Uh-oh. ,,,,,
Harry,What was that?,,,,,,,
Oliver  ,Bludger. Nasty little buggers. ,,,,,,,
Oliver  ,But you are a Seeker.,,,,,,,
Oliver  ,The only ball I want you to worry about is this...the Golden Snitch. ,,,,,,,
Harry ,I like this ball.,,,,,,,
Oliver ,Ah,,,,,,,
Oliver ,Just wait. ,,,,,,,
Oliver ,It's wicked fast and damn near impossible to see.,,,,,,,
Harry  ,What do I do with it?,,,,,,,
Oliver  ,You catch it...before the other team's seeker. ,,,,,,,
Oliver  ,You catch this,,,,,,,
Oliver  ,You catch this, and we win.,,,,,,
Harry  ,Whoa.,,,,,,,
Flitwick,One of a wizard's most rudimentary skills is levitation the ability to make objects fly. ,,,,,,,
Flitwick,Uh,,,,,,,
Flitwick,Now, don't forget the nice wrist movement we've been practicing, hmm? ,,,,,
Flitwick,The swish and flick. Everyone. ,,,,,,,
Class,The swish and flick. ,,,,,,,
Flitwick,Good. ,,,,,,,
Flitwick,And enunciate. ,,,,,,,
Flitwick,Wingardium Leviosa. ,,,,,,,
Flitwick,Off you go then.,,,,,,,
Draco  ,Wingardium Levio-saaa.,,,,,,,
Ron  ,Wingardrium Leviosar. ,,,,,,,
Hermione  ,Stop, stop.,,,,,,
Hermione  ,You're going to take someone's eye out. ,,,,,,,
Hermione  ,Besides,,,,,,,
Hermione  ,It's Leviosa,,,,,,,
Ron  ,You do it then if you're so clever. ,,,,,,,
Ron  ,Go on,,,,,,,
Hermione,Wingardium Leviosa.,,,,,,,
Flitwick  ,Oh,,,,,,,
Flitwick  ,See here,,,,,,,
Flitwick  ,Ms. Granger's done it! ,,,,,,,
Flitwick  ,Oh,,,,,,,
Seamus  ,Wingard Levosa. Wingardly Lev... ,,,,,,,
Flitwick  ,Whooaaa! Ooh.,,,,,,,
Harry  ,I think we're going to need another feather over here,,,,,,,
Ron  ,It's Leviosa,,,,,,,
Ron  ,Honestly,,,,,,,
Ron  ,No wonder she hasn't got any friends!,,,,,,,
Harry,I think she heard you.,,,,,,,
Harry,Where's Hermione?,,,,,,,
Neville,Parvati Patil said that she wouldn't come out of the girl's bathroom. ,,,,,,,
Neville,She said that she'd been in there all afternoon...crying.,,,,,,,
Quirrell,TROLL! IN THE DUNGEON! ,,,,,,,
Quirrell,T-TROOLLL IN THE DUNGEON!! ,,,,,,,
Quirrell,Thought you ought to know. ,,,,,,,
Dumbledore,SILLLLLEEENNNNCEEEEE!,,,,,,,
Dumbledore, Everyone will please,,,,,,,
Dumbledore,Now,,,,,,,
Dumbledore,Teachers will follow me to the dungeons.,,,,,,,
Girl  ,Hufflepuff,,,,,,,
Boy  ,Stay together!,,,,,,,
Percy  ,Gryffindors...keep up please. ,,,,,,,
Percy  ,And stay alert!,,,,,,,
Harry  ,How could a troll get in?,,,,,,,
Ron  ,Not by itself. ,,,,,,,
Ron  ,Trolls are really stupid. ,,,,,,,
Ron  ,Probably people playing jokes.,,,,,,,
Ron  ,What?,,,,,,,
Harry ,Hermione! ,,,,,,,
Harry ,She doesn't know!,,,,,,,
Ron,I think the troll's left the dungeon.,,,,,,,
Harry ,It's going into the Girl's Bathroom!,,,,,,,
Harry  ,Hermione,,,,,,,
Hermione,Help! Help!,,,,,,,
Ron  ,Hey,,,,,,,
Hermione ,Ahhh! Help!,,,,,,,
Harry ,Whooa! Whoa,,,,,,,
Harry  ,Do something!,,,,,,,
Ron ,What?,,,,,,,
Harry  ,Anything! ,,,,,,,
Harry  ,Hurry up!,,,,,,,
Hermione,Swish and flick!,,,,,,,
Ron  ,Wingardium Leviosa! ,,,,,,,
Ron  ,Cool!,,,,,,,
Hermione  ,Is it...dead?,,,,,,,
Harry  ,I don't think so. ,,,,,,,
Harry  ,Just knocked out. ,,,,,,,
Harry  , Ew. Troll bogies.,,,,,,,
McGonagall ,Oh! Oh,,,,,,,
McGonagall ,E-Explain yourselves,,,,,,,
Ron and Harry,Well,,,,,,,
Hermione  ,It's my fault,,,,,,,
McGonagall , Ms. Granger?,,,,,,,
Hermione  ,I went looking for the troll. ,,,,,,,
Hermione  ,I'd read about them and thought I could handle it. ,,,,,,,
Hermione  ,But I was wrong. ,,,,,,,
Hermione  ,If Harry and Ron hadn't come and found me...,,,,,,,
Hermione  ,I'd probably be dead.,,,,,,,
McGonagall  ,Be that as it may...it was an extremely foolish thing to do. ,,,,,,,
McGonagall  ,I would have expected more rational behaviour on your part and I am very disappointed in you Ms. Granger. ,,,,,,,
McGonagall  ,5 points will be taken from Gryffindor for your serious lack of judgment. ,,,,,,,
McGonagall  ,As for you two gentlemen I just hope you realize how fortunate you are. ,,,,,,,
McGonagall  ,Not many first year students could take on a full grown mountain troll and live to tell the tale. ,,,,,,,
McGonagall  ,5 points...will be awarded to each of you. ,,,,,,,
McGonagall  ,For sheer dumb luck. ,,,,,,,
Quirrell  ,Perhaps you ought to go...,,,,,,,
Quirrell  ,M-might wake up...heh.Ahh! Hehe....,,,,,,,
Harry,Good of you to get us out of trouble like that.,,,,,,,
Ron,Mind you,,,,,,,
Harry,Mind you,,,,,,,
Ron,What are friends for?,,,,,,,
Ron,Take a bit of toast,,,,,,,
Hermione,Ron's right,,,,,,,
Hermione,You're gonna need your strength today.,,,,,,,
Harry  ,I'm not hungry.,,,,,,,
Snape  ,Good luck today,,,,,,,
Snape  ,Then again, a little game of Quidditch should be easy work for you...even if it is against Slytherin.,,,,,,
Harry  ,That explains the blood.,,,,,,,
Hermione  ,Blood?,,,,,,,
Harry  ,Listen, I'm guessing Snape let the troll in as a diversion so he could try and get past that 3 headed dog. ,,,,,,
Harry  ,But, that's why he's limping.,,,,,,
Hermione , But why would anyone go near that dog?,,,,,,,
Harry  ,The day I was at Gringotts,,,,,,,
Harry  , He said it was Hogwarts' business,,,,,,,
Hermione ,So you're saying...,,,,,,,
Harry ,That's what the dog's guarding. ,,,,,,,
Harry ,That's what Snape wants.,,,,,,,
Hermione  ,Bit early for mail,,,,,,,
Harry  ,But I-I never get mail.,,,,,,,
Ron  ,Let's open it.,,,,,,,
Harry  ,It's a broomstick!,,,,,,,
Ron  ,Thats not just a broomstick,,,,,,,
Ron  ,It's a Nimbus 2000!,,,,,,,
Harry  ,But who...?,,,,,,,
OIiver  ,Scared,,,,,,,
Harry  ,A little.,,,,,,,
Oliver  ,That's all right. ,,,,,,,
Oliver  ,I felt the same way before my first game.,,,,,,,
Harry  ,What happened?,,,,,,,
Oliver  ,Er,,,,,,,
Oliver  ,I took a bludger to the head 2 minutes in. ,,,,,,,
Oliver  ,Woke up in the hospital a week later.,,,,,,,
Lee Jordan,Hello,,,,,,,
Lee Jordan,Today's game Slytherin versus Gryffindor!!!,,,,,,,
Lee Jordan,The players take their positions as Madam Hooch steps out onto the field to begin the game.,,,,,,,
Madam Hooch,Now,,,,,,,
Lee Jordan,The bludgers are up...followed by the Golden Snitch. ,,,,,,,
Lee Jordan,Remember,,,,,,,
Lee Jordan,The seeker who catches the Snitch ends the game.,,,,,,,
Lee Jordan,The Quaffle is released...and the game begins!,,,,,,,
Lee Jordan,Angelina Johnson scores! ,,,,,,,
Lee Jordan,10 points for Gryffindor! ,,,,,,,
Harry  ,Yes! Whoa!,,,,,,,
Hagrid ,Well done!,,,,,,,
Lee Jordan,Slytherin takes possession of the Quaffle.,,,,,,,
Lee Jordan,Bletchley passes to Captain Marcus Flint.,,,,,,,
Harry ,Yes!,,,,,,,
Lee Jordan, Another 10 points to Gryffindor! ,,,,,,,
Gryffindors  ,Yay!,,,,,,,
Flint  ,Give me that! ,,,,,,,
Crowd  ,Boooo!!,,,,,,,
Flint,Take that side!,,,,,,,
Harry  ,Whoa! Whooa!,,,,,,,
Hagrid  ,What's going on with Harry's broomstick?,,,,,,,
Hermione  ,It's Snape! ,,,,,,,
Hermione  ,He's jinxing the broom!,,,,,,,
Ron  ,Jinxing the broom? ,,,,,,,
Ron  ,What do we do?,,,,,,,
Hermione  ,Leave it to me. ,,,,,,,
Ron  ,Come on,,,,,,,
Hermione  ,Lacarnum Inflamarae.,,,,,,,
Man  ,Fire! You're on fire!,,,,,,,
Snape  ,What? Oh!,,,,,,,
Ron  ,Go!,,,,,,,
Hagrid  ,Go go go!,,,,,,,
Hagrid,Looks like he's gonna be sick.,,,,,,,
Lee  Jordan,He's got the Snitch! ,,,,,,,
Lee  Jordan,Harry Potter receives 150 points for catching the Snitch!,,,,,,,
Madam Hooch ,Gryffindor win!,,,,,,,
All  ,YAY!,,,,,,,
Draco  ,No!,,,,,,,
Hagrid  ,Yes!,,,,,,,
Hermione  ,Whoo-hoo!,,,,,,,
Crowd  ,Go go Gryffindor! Go go Gryffindor! ,,,,,,,
Hagrid,Nonsense. ,,,,,,,
Hagrid,Why would Snape put a curse on Harry's broom?,,,,,,,
Harry ,Who knows. ,,,,,,,
Harry ,Why was he trying to get past that 3 headed dog on Halloween?,,,,,,,
Hagrid  ,Who told you 'bout Fluffy?,,,,,,,
Ron  ,Fluffy?,,,,,,,
Hermione,That thing has a name?,,,,,,,
Hagrid , Well,,,,,,,
Hagrid ,He's mine. ,,,,,,,
Hagrid ,I bought him off an Irish feller I met down at the pub last year. ,,,,,,,
Hagrid ,Then I lent him to Dumbledore to guard the,,,,,,,
Harry  ,Yes?,,,,,,,
Hagrid  ,Shouldn'ta said that.  No more questions!,,,,,,,
Hagrid  ,Don't ask any more questions. ,,,,,,,
Hagrid  ,That's top secret,,,,,,,
Harry  ,But Hagrid, Snape's trying to steal it!,,,,,,
Hagrid  ,Codswallop. ,,,,,,,
Hagrid  ,Professor Snape is a Hogwarts teacher.,,,,,,,
Hermione  ,Hogwarts teacher or not,,,,,,,
Hermione  ,I've read all about them. ,,,,,,,
Hermione  ,You have to keep eye contact. ,,,,,,,
Hermione  ,And Snape wasn't blinking.,,,,,,,
Harry ,Exactly.,,,,,,,
Hagrid,Now, all three of you. ,,,,,,
Hagrid,You're meddlin' in things that ought not to be meddled in. ,,,,,,,
Hagrid,It's dangerous.,,,,,,,
Hagrid,What that dog is guarding is strictly between Professor Dumbledore and Nicholas Flamel.,,,,,,,
Harry ,Nicholas Flamel?,,,,,,,
Hagrid,I shouldn't have said that. ,,,,,,,
Hagrid,I should not have said that. ,,,,,,,
Hagrid,I should not have said that. ,,,,,,,
Harry,Nicholas Flamel...Who's Nicholas Flamel?,,,,,,,
Hermione,I don't know.,,,,,,,
Harry,Knight to E-5.,,,,,,,
Ron  ,Queen to E-5.,,,,,,,
Hermione  ,That's totally barbaric!,,,,,,,
Ron  ,That's wizard's chess. ,,,,,,,
Ron  ,I see you've packed.,,,,,,,
Hermione  ,See you haven't.,,,,,,,
Ron  ,Change of plans. ,,,,,,,
Ron  ,My parents decided to go to Romania to visit my brother,,,,,,,
Ron  ,He's studying dragons there!,,,,,,,
Hermione  ,Good. You can help Harry,,,,,,,
Hermione  ,He's going to go the library for information on Nicholas Flamel.,,,,,,,
Ron  ,We've looked a hundred times!,,,,,,,
Hermione  ,Not in the restricted section...,,,,,,,
Hermione  ,Happy Christmas.,,,,,,,
Ron  ,I think we've had a bad influence on her.,,,,,,,
Ron,Harry,,,,,,,
Ron,Come on Harry,,,,,,,
Ron  ,Happy Christmas,,,,,,,
Harry  ,Happy Christmas,,,,,,,
Harry  ,What are you wearing?,,,,,,,
Ron  ,Oh,,,,,,,
Ron  ,Looks like you've got one too!,,,,,,,
Harry  ,I've got presents?,,,,,,,
Ron  ,Yeah!,,,,,,,
Harry  ,Oh! ,,,,,,,
Ron  ,There they are. ,,,,,,,
Harry  ,Your father left this in my possession before he died.,,,,,,,
Harry  ,It is time it was returned to you.,,,,,,,
Harry  ,Use it well.,,,,,,,
Ron  ,What is it?,,,,,,,
Harry  ,Some kind of...cloak.,,,,,,,
Ron  ,Well,,,,,,,
Ron  ,Put it on.,,,,,,,
Ron  ,Whoa!,,,,,,,
Harry  ,My body's gone!,,,,,,,
Ron  ,I know what that is! ,,,,,,,
Ron  ,That's an invisibility cloak!,,,,,,,
Harry  ,I'm invisible??,,,,,,,
Ron,They're really rare. ,,,,,,,
Ron,I wonder who gave it to you.,,,,,,,
Harry,There was no name. ,,,,,,,
Harry,It just said,,,,,,,
Harry,Famous fire eaters...,,,,,,,
Harry,15th Century Fiends...Flamel...,,,,,,,
Harry,Nicholas Flamel...where are you?,,,,,,,
Man  ,AHHHHHHHHHHHHHHHH!!!!!!!!,,,,,,,
Filch,Who's there?! ,,,,,,,
Filch,I know you're in there. ,,,,,,,
Filch,You can't hide. ,,,,,,,
Filch,Who is it? ,,,,,,,
Filch,Show yourself!,,,,,,,
Quirrell  ,Severus...I-I thought...,,,,,,,
Snape  ,You don't want me as your enemy,,,,,,,
Quirrell , W-what do you m-mean?,,,,,,,
Snape  ,You know perfectly well what I mean. ,,,,,,,
Snape  ,We'll have another chat soon...,,,,,,,
Snape  ,When you've had time to decide where your loyalties lie.,,,,,,,
Filch  ,Oh, in the Restricted Section. ,,,,,,
Filch  ,It's still hot. ,,,,,,,
Filch  ,That means there's a student out of bed.,,,,,,,
Harry  ,Mum? Dad? ,,,,,,,
Harry  ,Ron! You've really got to see this! ,,,,,,,
Harry  ,Ron! You've got to see this! ,,,,,,,
Harry  ,Ron, come on. Get out of bed!,,,,,,
Ron ,Why?,,,,,,,
Harry  ,There's something you've got to see. ,,,,,,,
Harry  ,Now,,,,,,,
Harry  ,Come on. Come. Come look,,,,,,,
Ron  ,I only see us.,,,,,,,
Harry,Look in properly. Go on. ,,,,,,,
Harry,Stand there. There. ,,,,,,,
Harry,You see them,,,,,,,
Harry,Thats my dad,,,,,,,
Ron  ,That's me! Only,,,,,,,
Ron  ,I'm holding the Quidditch cup! ,,,,,,,
Ron  ,And bloody hell,,,,,,,
Ron  ,I look good. ,,,,,,,
Ron  ,Harry,,,,,,,
Harry  ,How can it? ,,,,,,,
Harry  ,Both my parents are dead.,,,,,,,
George  ,Do you like yours,,,,,,,
George  ,Ron?,,,,,,,
Ron,I'll be right back.,,,,,,,
Ron,Wanna play chess?,,,,,,,
Harry,No.,,,,,,,
Ron,Wanna go and visit Hagrid?,,,,,,,
Harry,No.,,,,,,,
Ron,Harry, but don't.,,,,,,
Ron,There's something not right about that mirror.,,,,,,,
Dumbledore  ,Back again,,,,,,,
Dumbledore  ,I see that you, have discovered the delights of the Mirror of Erised. ,,,,,,
Dumbledore  ,I trust by now you realize what it does. ,,,,,,,
Dumbledore  ,Let me give you a clue. ,,,,,,,
Dumbledore  ,The happiest man on earth would look into the mirror and see only himself,,,,,,,
Harry  ,So,,,,,,,
Harry  ,Whatever we want?,,,,,,,
Dumbledore  ,Yes...and no. ,,,,,,,
Dumbledore  ,It shows us nothing more or less than the deepest,,,,,,,
Dumbledore  ,Now you, you see them standing beside you. ,,,,,,
Dumbledore  ,But remember this,,,,,,,
Dumbledore  ,This mirror gives us neither knowledge or truth. ,,,,,,,
Dumbledore  ,Men have wasted away in front of it,,,,,,,
Dumbledore  ,That is why tomorrow it will be moved to a new home,,,,,,,
Dumbledore  ,It does not do to dwell on dreams, and forget to live.,,,,,,
Hermione,Look at you,,,,,,,
Hermione,Pathetic!,,,,,,,
Hermione,We've got final exams coming up soon.,,,,,,,
Ron,I'm ready. Ask me any question.,,,,,,,
Hermione,Alright,,,,,,,
Ron,I forgot.,,,,,,,
Hermoine,And what, do you plan to do if this comes up in the final exam?,,,,,,
Ron,Copy off you.,,,,,,,
Hermoine,No,,,,,,,
Hermoine,Besides, we're to be given special quills bewitched with an Anti Cheating Spell.,,,,,,
Ron,That's insulting! ,,,,,,,
Ron,It's as if they don't trust us! Dumbledore again!,,,,,,,
Ron,Leg-Locker Curse?,,,,,,,
Harry,Malfoy.,,,,,,,
Ron,You have got to start standing up to people,,,,,,,
Neville,How? I can barely stand at all!,,,,,,,
Seamus,I'll do the countercurse!,,,,,,,
Neville,No,,,,,,,
Neville,You to set my bloody kneecups on fire!,,,,,,,
Seamus,I don't appreciate the insinuation,,,,,,,
Seamus,Besides,,,,,,,
Harry,I found him!,,,,,,,
Ron,Dumbledore is particularly famous for his defeat of the dark wizard Grindelwald in 1945.,,,,,,,
Harry,Go on!,,,,,,,
Ron,For the discovery of the twelve uses of dragon blood...and his work on alchemy with his partner,,,,,,,
Harry,I knew the name sound familiar.,,,,,,,
Harry,I read it on the train that day.,,,,,,,
Hermione,Follow me!,,,,,,,
Neville,Hey! Wait! Where are you going?,,,,,,,
Neville,What about the countercurse?,,,,,,,
Hermione  ,I had you looking in the wrong section! ,,,,,,,
Hermione  ,How could I be so stupid? ,,,,,,,
Hermione  ,I checked this out a few weeks ago for a bit of light reading.,,,,,,,
Ron  ,This is light?,,,,,,,
Hermione ,Of course! Here it is! ,,,,,,,
Hermione ,Nicholas Flamel is the only known maker of the Philosopher's Stone!,,,,,,,
Ron and Harry  ,The what?,,,,,,,
Hermione  ,Honestly,,,,,,,
Hermione  ,The Philosopher's Stone is a legendary substance with astonishing powers. ,,,,,,,
,,,,,,,,
McGonagall,No, Mr. Malfoy. ,,,,,,
McGonagall,You see, you too were out of bed after hours. ,,,,,,
McGonagall,You will join your classmates in detention.,,,,,,,
Filch  ,A pity they let the old punishments die. ,,,,,,,
Filch  ,There was a time detention would find you hanging by your thumbs in the dungeons. ,,,,,,,
Filch  ,God,,,,,,,
Filch  ,You'll be serving detention with Hagrid tonight.,,,,,,,
Filch  ,He's got a little job to do inside the dark forest.,,,,,,,
Filch  ,A sorry lot this,,,,,,,
Filch  ,Oh, man, you're not still on about that bloody dragon, are you?,,,,
Hagrid ,Norbert's gone.,,,,,,,
Hagrid ,Dumbledore sent him off to Romania to live in a colony.,,,,,,,
Hermione  ,Well, isn't it? ,,,,,,
Hermione  ,He'll be with his own kind.,,,,,,,
Hagrid  ,Yeah,,,,,,,
Hagrid  ,What if the other dragons are mean to him?,,,,,,,
Hagrid  ,He's only a baby,,,,,,,
Filch  ,Oh, pull yourself together, man. ,,,,,
Filch  ,You're going into the forest,,,,,,,
Filch  ,Got to have your wits about you.,,,,,,,
Malfoy,The forest? I thought that was a joke! ,,,,,,,
Malfoy,We can't go in there. ,,,,,,,
Malfoy,Students aren't allowed.,,,,,,,
Malfoy, And there are...werewolves!,,,,,,,
Filch , There's more than werewolves in those trees,,,,,,,
Filch ,You can be sure of that.,,,,,,,
Filch ,Nighty-night.,,,,,,,
Hagrid ,Right. Let's go.,,,,,,,
Harry , Hagrid,,,,,,,
Hagrid  ,What we're here for. ,,,,,,,
Hagrid  ,See that? That's unicorn's blood,,,,,,,
Hagrid  ,I found one dead a few weeks ago. ,,,,,,,
Hagrid  ,Now,,,,,,,
Hagrid  ,So,,,,,,,
Hagrid  ,Ron, you'll come with me.,,,,,,
Ron,Okay.,,,,,,,
Hagrid ,And Harry you'll go with Malfoy. ,,,,,,,
Malfoy,Okay. Then I get Fang!,,,,,,,
Hagrid ,Fine. Just so you know,,,,,,,
Malfoy,You wait till my father hears about this. ,,,,,,,
Malfoy,This is servant's stuff.,,,,,,,
Harry ,If I didn't know better, I'd say you were scared.,,,,,,
Malfoy,Scared,,,,,,,
Malfoy,Did you hear that? ,,,,,,,
Malfoy,Come on,,,,,,,
Harry ,What is it,,,,,,,
Malfoy,AHHHHHHHHH!!! AHHH! HELP!!!!!,,,,,,,
Firenze  ,Harry Potter,,,,,,,
Firenze  ,You are known to many creatures here. ,,,,,,,
Firenze  ,The forest is not safe at this time. ,,,,,,,
Firenze  ,Especially for you.,,,,,,,
Harry  ,But what was that thing you saved me from?,,,,,,,
Firenze ,A monstrous creature. ,,,,,,,
Firenze ,It is a terrible crime to slay a unicorn. ,,,,,,,
Firenze ,Drinking the blood of a unicorn will keep you alive even if you are an inch from death. ,,,,,,,
Firenze ,But at a terrible price. ,,,,,,,
Firenze ,You have slain something so pure that the moment the blood touches your lips,,,,,,,
Firenze ,A cursed life.,,,,,,,
Harry  ,But who would choose such a life?,,,,,,,
Firenze  ,Can you think of no one?,,,,,,,
Harry , Do you mean to say...that that thing that killed the unicorn...,,,,,,,
Harry ,that was drinking its blood...that was Voldemort?,,,,,,,
Firenze  ,Do you know what is hidden in the school at this very moment?,,,,,,,
Harry  ,The Sorcerer's Stone.,,,,,,,
Hermione  ,Harry!,,,,,,,
Hagrid ,Hello there,,,,,,,
Hagrid ,I see you've met our young Mr. Potter. ,,,,,,,
Hagrid ,You all right there,,,,,,,
Firenze  ,Harry Potter,,,,,,,
Firenze  ,You're safe now. Good luck.,,,,,,,
Hermione,You mean, right now, in the forest?,,,,,
Harry  ,But he's weak. ,,,,,,,
Harry  ,He's living off the unicorns. ,,,,,,,
Harry  ,Don't you see? We had it wrong. ,,,,,,,
Harry  ,Snape doesn't want the stone for himself,,,,,,,
Harry  ,With the Elixir of Life,,,,,,,
Harry  ,He'll He'll come back. ,,,,,,,
Ron  ,But if he comes back, do you?,,,,,,
Harry , I think if he'd had the chance,,,,,,,
Ron , And to think,,,,,,,
Hermione  ,Hang on a minute.,,,,,,,
Hermione  ,We're forgetting one thing. ,,,,,,,
Hermione  ,Who's the one wizard Voldemort always feared?,,,,,,,
Hermione  , Dumbledore! ,,,,,,,
Hermione  ,As long as Dumbledore's around,,,,,,,
Hermione  ,As long as Dumbledore's around,,,,,,,
Hermione , I've always heard Hogwarts' end of the year exams were frightful,,,,,,,
Ron  ,Speak for yourself.,,,,,,,
Ron  , All right there,,,,,,,
Harry  ,My scar. It keeps burning.,,,,,,,
Hermione  ,It's happened before.,,,,,,,
Harry  ,Not like this.,,,,,,,
Ron  ,Perhaps you should see the nurse.,,,,,,,
Harry , I think it's a warning.,,,,,,,
Harry , It means dangers coming. Uhh!  ,,,,,,,
Harry ,Oh. Of course!,,,,,,,
Hermione , What is it?,,,,,,,
